序號,標題,網址,留言者名稱,留言內容,留言時間,贊成論點/其他想法,贊成數量,反對數量
M-1314,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,"1.全面移除非必要多元課程:你只上國英數要怎麼知道課本以外的知識?當然要上
2.將國高中生上課時間縮短為10:00-16:00:原本的時間根本不會造成睡眠問題，那我請問學生都幾點睡?那麼晚睡是在***嘛?
3.國高中生已有能力自行通勤上下學:8點上課根本不是因為配合家長時間，是基本人的作息",2025-09-17 15:27:04,贊成論點,0,0
M-1340,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,現在改的不應該是時間而是課綱，請先把所有的多元選銷處的體育課以外都刪除。,2025-09-17 20:03:08,其他想法,0,0
M-1352,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,喜羊鵝,我覺得這樣治標不治本，因為這樣熬夜晚睡的學生知道更晚上課就會更晚睡那這樣不會熬夜的學生不就很衰嗎？而且刪掉非必要多元課程，我覺得沒有很好，因為這樣像是體育美術表演等等的那都要刪掉嗎？我覺得沒有必要，而且這樣才能在學校發展其他興趣因為有些人不會去外面像其他的興趣班之類的，而且把非必要多元課程刪掉，這樣一整天都上主科我覺得會更累。,2025-09-17 22:09:42,贊成論點,2,0
M-1356,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,寒光.月隱,身為國三生，這三年我確確實實的體驗到什麼是被課業壓到不過氣，當教育部加入多元課程後，本來的考試確絲毫未減少，這樣多元反而會造成學生更大的壓力及負擔。確實需要改提出相關的改革方案。,2025-09-17 22:51:05,其他想法,3,0
M-1365,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,嘿啊,"我們學生有受教權和健康權嗎？
連最基本的權利都能到現在還沒真正被保障與改革 台灣常被稱為 勞工島且上課時間是全球的前三名 台灣 科技與國際的競爭力有些許的進步 但內部社會 人口老化問題並沒有改善 已墊底。
新加坡 比台灣小約50倍 卻能衝上亞洲第一 「新加坡國立大學」希望你們參考新加坡成功的案例 
去年 我購買了 黃仁勳轉 這本書提到 李光耀（首任總理）認為新加坡經濟成功的兩項因素「多元文化兼容與空調」當人們在室內辦公時 需要空調 反觀台灣 連學生最基本的睡眠時間都可被忽略。
請各位多多關注 如果現在不改善 未來就是青少年要面臨的問題且也是我們現在的近況。",2025-09-18 01:24:10,其他想法,2,0
M-1384,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,少少,"問題：
1.不要改成跟上班時間碰在一起 人車潮多 搭公共運輸也擠爆 這樣就變得更不好了!
2.課綱內容上不完(高中生說的)，建議教育部還是要拿掉一些無用的課程，別再以為多元化是好事!
3.白天上學，下課後補習? 大家都是這樣拼命的話，環境競爭永遠只會加乗!
4.早下課?回家就能早睡?可能嗎? 自律的孩子用來念書?不自律用來玩遊戲上網? 不要這樣區分，大家都知道自己在***嘛!!又不是幼稚園小孩!!
5.家長管得多有用?不管好嗎?請問學生們是真的希望被管成這樣嗎?中學生再迷茫再困惑不早就都有自己想法了?",2025-09-18 12:21:51,贊成論點,1,1
M-1396,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,11,我要多元課程，我不想一直上主科,2025-09-18 18:11:09,其他想法,0,0
M-1404,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,儒,"根據最近的議題，我和同學討論出
1.上課時間 8:30&ndash;15:40，共 7 節課。
2.每天固定 5 節學科課，下午最後 2 節為選修。
3. 一週安排：2 天體育選修、1 天探究、1 天多元、1 天社團；藝能科納入多元選修，非學科類科系以選修、探究與實作為核心。
4.體育選修可若達 3 天以上，可取代體育班制度。
5. 學測改為檢定式考試，一年考 3 次（7 月底、10 月底、隔年 1 月底）不再一次定生死（要考幾次可以自由決定）。
學測考到第三冊即可，減少學生課業負擔and老師趕進度問題，並且不再分科
6.學習歷程中的課程學習成果已下午最後2節的課程為主。
7.個人申請升學流程：第一階段學測門檻；第二階段看學習歷程與面試，不再納入學測成績，並提早放榜日期。",2025-09-18 20:37:18,其他想法,1,0
M-1414,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,陳,老實說我覺得沒必要 多元課程還是可以培養一些對這些多元課程有興趣的人 而且假設今天真的把多元課程刪掉 一天到晚上主科誰會開心 反而上課只會更想睡覺 現在國定假日越來越多 老師根本沒時間把進度上完 最後還不是要上補習班 我上私立學校比公立學校更晚放學 更早要到學校 老實說 我覺得一點都不累 利用假日還是可以複習功課 只是想不想的問題 就算今天把上課時間再往後調 還是會有人早上起來打遊戲 再去上學 這樣調反而我覺得學習壓力更大 一整週有上不完的主科 一天有一大堆複習不完的東西 晚上還是要攤開書複習 時間更緊湊 如果老師上不完 還要自己回家背 好處在哪？學校就是要讀書的地方 如果都在家裡 誰會自律的拿起書來看一整天 只要有手機身邊一定會控制不住 就像為什麼國中要有晚自習 因為學校知道有些學生在家裡也讀不下書 才會開晚自習 讓學生在教室靜下心好好讀書,2025-09-18 23:28:46,其他想法,0,1
M-1424,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,小鑫,"我反對將國高中上學時間改為 10:00&ndash;16:00 
1.睡眠品質與自律才是根本問題
&amp;bull;即便課程維持早上 8 點上學，學生晚上 11 點或 12 點才睡，也能獲得一定睡眠。
&amp;bull;真正影響健康與心理狀態的是睡眠品質與作息規律，而非單純晚點上學。學生需要學會自律與時間管理，這也是學校教育的一部分。
2.課程安排與實務問題
&amp;bull;上午課程不到兩小時，再加午餐與午休，課程安排過於緊湊，教學內容難以完整傳達。
&amp;bull;高職或需實習學生更容易受到影響，晚點上學可能導致實習不足或課程進度延誤。
&amp;bull;過往經驗顯示，即使課程改到早上 8 點，學生仍有遲到或翹課情況，晚點上學未必能改善。
3.課業壓力主要來自課程設計
&amp;bull;課業壓力大多因課程繁重、應試導向，而非上學時間。
&amp;bull;解決之道應是增加多元化、實用性課程，同時保留基礎科目，保障學生受教權。
4.支持方立場存在矛盾
&amp;bull;有人主張「社會用不到的科目可刪，學生自由選擇興趣」，前提是學生高度自律、目標明確。
&amp;bull;現實中，許多學生連作息都無法管理，未來方向也不清楚。部分支持者可能並非出於改善心理健康，而是覺得晚點上學比較輕鬆。
&amp;bull;如果要推行晚點上學，支持方應提出科學或實證證據，說明「為什麼一定要 10 點上學」，而非依靠感受或「晚點上學比較舒服」。

結論
	&amp;bull;改變上學時間並非根本解決方案，可能帶來課程壓縮、遲到、實習不足等問題。
	&amp;bull;真正改善學生心理健康和學習效果的方式是：
	1.培養自律與時間管理能力；
	2.改善課程設計，增加多元與實用課程，同時保留基礎科目。
	&amp;bull;因此，保持早上 8 點上學，並加強自律教育與課程多元化，才是最有利於學生長遠發展的方案。",2025-09-19 09:02:31,其他想法,2,2
M-1426,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,小鑫,"我反對將國高中上學時間改為 10:00&ndash;16:00 
1.睡眠品質與自律才是根本問題
&amp;bull;即便課程維持早上 8 點上學，學生晚上 11 點或 12 點才睡，也能獲得一定睡眠。
&amp;bull;真正影響健康與心理狀態的是睡眠品質與作息規律，而非單純晚點上學。學生需要學會自律與時間管理，這也是學校教育的一部分。
2.課程安排與實務問題
&amp;bull;上午課程不到兩小時，再加午餐與午休，課程安排過於緊湊，教學內容難以完整傳達。
&amp;bull;高職或需實習學生更容易受到影響，晚點上學可能導致實習不足或課程進度延誤。
&amp;bull;過往經驗顯示，即使課程改到早上 8 點，學生仍有遲到或翹課情況，晚點上學未必能改善。
3.課業壓力主要來自課程設計
&amp;bull;課業壓力大多因課程繁重、應試導向，而非上學時間。
&amp;bull;解決之道應是增加多元化、實用性課程，同時保留基礎科目，保障學生受教權。
4.支持方立場存在矛盾
&amp;bull;有人主張「社會用不到的科目可刪，學生自由選擇興趣」，前提是學生高度自律、目標明確。
&amp;bull;現實中，許多學生連作息都無法管理，未來方向也不清楚。部分支持者可能並非出於改善心理健康，而是覺得晚點上學比較輕鬆。
&amp;bull;如果要推行晚點上學，支持方應提出科學或實證證據，說明「為什麼一定要 10 點上學」，而非依靠感受或「晚點上學比較舒服」。

結論
	&amp;bull;改變上學時間並非根本解決方案，可能帶來課程壓縮、遲到、實習不足等問題。
	&amp;bull;真正改善學生心理健康和學習效果的方式是：
	1.培養自律與時間管理能力；
	2.改善課程設計，增加多元與實用課程，同時保留基礎科目。
	&amp;bull;因此，保持早上 8 點上學，並加強自律教育與課程多元化，才是最有利於學生長遠發展的方案",2025-09-19 09:05:15,贊成論點,1,1
M-1428,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,123,"依所述時段學校不就是上午兩節課上完就中午了，下午兩節課上完就放學了，那以學校考試範圍不變原則，
老師有辦法在有限的時間把該要教的都教完嗎?以前在學的時候數學老師都沒有辦法再段考前把所有要教的教完了，導致後面接近要段考前，老師授課整個很趕，更何況是上述時段，這樣學生在懵懵懂懂的情況下，去應付考試這樣不會壓力更大嗎??
我覺得學生應該要學習如何安排自己放學後的時間規劃，以及現在多元化的課綱是否有什麼要改進的地方，
現在學生的作業比以前更加的繁重，光完成作業的時間都不夠了，更何況是複習和閱讀課外書籍。",2025-09-19 10:25:32,贊成論點,1,0
M-1437,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,amny,非常建議修改時間，應該多元化培養其他興趣，也有多的時間可以陪伴兄弟父母談心，而不是一直專注在課業中，須重視學生們身心健康,2025-09-19 14:48:49,其他想法,2,0
M-1450,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,遇,"10點上課這個議題本身就是很大問題了

1.改10點就會有更多人作息正常嗎🫥
2.移除非必要多元課程，你一個禮拜的多元課程是夠彌每天補晚2個小時上課時間嗎
3.放學後個人興趣探索、製作學習歷程、進行社交活動、從事健身運動、專心讀書學習，這個更不用說，本來有這個習慣的我相信會維持，但沒這個習慣的我也相信占更多數，要改有那麼容易嗎，還是繼續把這個時間繼續無效的線上遊戲呢
4.我們跟歐美的文化、考試制度本來就是不同的，就算想進步但提出沒經過大腦思考的議題也是很👍
5.這些投票的都是跟提倡人同一出發點嗎，還是想單純過的爽一點，可以多玩一下",2025-09-20 01:51:00,贊成論點,0,1
M-1458,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,國中教師,"我想提出一個觀察：台灣學生的在校時間普遍過長，課表裡面非基礎學科的課程，時數大概佔了三分之一。雖然立意是全人教育，但在實務上，這樣的安排卻帶來了很多問題。

第一，學生課程太滿，實際學習效率並沒有提升。像很多進步國家，不是每學期都排所有非考科，而是改成「學分制」或「模組制」，例如美國高中四年內只要修滿一定的藝術、體育學分即可。這樣既能兼顧多元發展，也能讓課程更有彈性。

第二，這樣的調整還能解決師資不足的問題。現在因為人力缺口，常常出現老師跨科支援。去年我自己就是例子，我本來是自然和數學專長，但因為家政缺老師，結果排滿家政課。這樣不但老師教得心虛，學生學得也打折。

所以我的建議是：
1.縮短學生在校時間，課程設計更有效率。
2.非考科改成「階段必修或選修」，不要每學期都排。
3.透過跨校共聘或數位課程，讓專業老師教專業科目。

這樣做可以同時減輕學生負擔，也能避免老師專業被錯置，真正提升教學品質。謝謝。",2025-09-20 12:04:16,其他想法,3,1
M-1463,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,,等等，多元課程很好啊有助於尋找自身興趣。該減少的是那些只用來考試的學科吧？出社會之後頂多用到基礎而已，應該去加強法律知識（勞基法、薪資計算、休假等）讓學生銜接社會懂得維護自身權益，不是傻傻給慣老闆壓榨。,2025-09-20 13:17:44,贊成論點,0,0
M-1469,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,黑月夢,本人是個國中生，在此看到「全面移除非必要多元課程」、「避免慢性睡眠剝奪導致學習效率大減、憂鬱情緒增加、自傷自殺風險提升」、「放學後能有更多時間進行個人興趣探索、製作學習歷程、進行社交活動、從事健身運動、專心讀書學習」真的會吐血，從第一個:「全面移除非必要多元課程」，請問德智體群美只剩下智了嗎？這樣上課才會導致:「學習效率大減、憂鬱情緒增加、自傷自殺風險提升」天天不是上課就是睡覺誰壓力不大？第二個和第三個:「避免慢性睡眠剝奪導致學習效率大減、憂鬱情緒增加、自傷自殺風險提升」、「放學後能有更多時間進行個人興趣探索、製作學習歷程、進行社交活動、從事健身運動、專心讀書學習」這樣作才會導致自殺及憂鬱提升吧？想想看，現在國中生大多還是家長接送吧？你這樣讓家長還得專門挑時間請假接送，接送不了就丟補習班，那請問這和7:30~16:50差在哪？且作業會更多，而且這樣算起來如果要上7~8節課是沒有下課，這樣難道是要學生不上廁所、不喝水？甚至連午休都沒有，請問是要邊上課邊吃飯嗎？再來從早上10點到校一路坐到16點，總共6小時，是要學生屁股壞掉嗎？而且難道放學後不是玩電動玩到瘋嗎？,2025-09-20 22:17:31,贊成論點,2,3
M-1473,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,賴小賢,學校都上一大堆多元課程，政府應該把這些課程刪掉，改為10點上課,2025-09-21 08:45:34,其他想法,2,0
M-1482,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,早安,"有些人認為上課到 6 點太晚，因為還要去補習班，我認為這其實和學校課程無關，學校並沒有要求學生一定要去補習。
我支持「全面移除非必要多元課程」，也支持適度減少課綱內容（有些老師為了趕進度，上課速度太快，學生是否真的理解內容？）。但我不贊成把上課時間縮短為 10:00&ndash;16:00。
很多學生早上起不來，並不是課業壓力造成的，而是因為晚上 2、3 點甚至 4 點才睡覺。多數情況並不是在讀書，反而是花大量時間在玩遊戲（原神、傳說之類的遊戲）。
我並不反對玩遊戲，但應該控制時間。該睡覺就去睡，該上課就要專心。否則熬夜玩到天亮，白天又起不來，課堂聽不懂、作業沒寫，壓力當然只會越來越大。",2025-09-21 20:38:28,贊成論點,1,1
